EmpId,Satisfaction,Evaluation,number_of_projects,average_montly_hours,time_spent_company,work_accident,Promotion,Department,Salary_INR,Churn
780229,4.0,5.4,2,137,3,0,0,marketing,50613,1
780230,4.3,5.6000000000000005,2,157,3,0,0,sales,28911,1
780231,3.9,5.6000000000000005,2,142,3,0,0,accounting,34114,1
780232,4.5,5.4,2,140,3,0,0,support,16826,1
780233,3.8,4.9,2,151,3,0,0,technical,29443,1
780234,7.9,5.9,4,139,3,0,1,management,10638,1
780235,8.4,8.5,4,249,6,0,0,marketing,30167,1
780236,1.1,7.7,6,291,4,0,0,marketing,14725,1
780237,1.1,8.7,6,305,4,0,0,marketing,19229,1
780238,1.7000000000000002,8.4,5,232,3,0,0,sales,35639,1
780239,4.4,4.5,2,132,3,0,0,sales,28478,1
780240,3.7,5.699999999999998,2,130,3,0,0,sales,39378,1
780241,1.0,7.9,6,291,4,0,0,sales,10802,1
780242,4.0,5.0,2,130,3,0,0,sales,13214,1
780243,8.9,10.0,5,246,5,0,0,sales,14470,1
780244,4.2,4.8,2,143,3,0,0,sales,15762,1
780245,4.6000000000000005,5.5,2,129,3,0,0,sales,10580,1
780246,0.8999999999999999,8.299999999999999,6,255,4,0,0,sales,12288,1
780247,3.7,5.1,2,155,3,0,0,sales,10716,1
780248,1.0,7.7,6,265,4,0,0,sales,21742,1
780249,1.0,8.4,6,279,4,0,0,sales,28143,1
780250,1.1,9.7,6,284,4,0,0,sales,16870,1
780251,9.0,10.0,5,221,6,0,0,sales,84350,1
780252,3.8,5.2,2,154,3,0,0,sales,63139,1
780253,3.6,5.2,2,147,3,0,0,sales,48154,1
780254,4.2,4.6000000000000005,2,150,3,0,0,sales,83262,1
780255,0.8999999999999999,9.4,7,267,4,0,0,sales,69508,1
780256,4.3,5.2,2,158,3,0,0,sales,59208,1
780257,2.4,4.6000000000000005,7,224,5,0,0,accounting,91632,1
780258,9.1,10.0,4,257,5,0,0,accounting,72996,1
780259,4.4,5.0,2,148,3,0,0,accounting,98358,1
780260,7.1,8.7,3,177,4,0,0,hr,86475,1
780261,4.0,4.9,2,155,3,0,0,hr,48462,1
780262,4.3,4.699999999999998,2,144,3,0,0,hr,90955,1
780263,0.8999999999999999,8.5,6,289,4,0,0,hr,129266,1
780264,4.3,5.2,2,160,3,0,0,technical,11217,1
780265,9.0,9.6,4,258,5,0,0,technical,46013,1
780266,8.4,10.0,5,234,5,0,0,technical,43063,1
780267,3.7,4.8,2,137,3,0,0,technical,56287,1
780268,8.6,6.800000000000002,5,263,2,0,0,technical,89557,1
780269,1.1,8.4,6,251,4,0,0,technical,18413,1
780270,3.7,5.699999999999998,2,133,3,0,0,technical,26920,1
780271,4.0,4.6000000000000005,2,132,3,0,0,technical,24930,1
780272,1.4,6.2,4,158,4,1,0,technical,30629,1
780273,4.0,4.6000000000000005,2,135,3,0,0,technical,39462,1
780274,7.5,10.0,4,216,6,0,0,technical,37235,1
780275,1.1,8.4,6,300,5,1,0,support,36452,1
780276,4.6000000000000005,4.9,2,138,3,0,0,support,37037,1
780277,1.1,9.2,6,260,4,0,0,support,37035,1
780278,3.8,4.9,2,132,3,0,0,support,23854,1
780279,7.0,8.9,3,183,5,0,0,support,14957,1
780280,0.8999999999999999,8.2,6,250,4,0,0,support,29630,1
780281,3.7,4.5,2,151,3,0,0,support,31851,1
780282,1.0,8.299999999999999,6,292,4,0,0,support,13603,1
780283,3.8,5.699999999999998,2,140,3,0,0,support,19254,1
780284,9.0,10.0,5,221,5,0,0,support,32522,1
780285,4.4,5.1,2,138,3,0,0,support,31146,1
780286,3.6,5.0,2,132,3,0,0,technical,27343,1
780287,3.1,8.4,7,133,5,0,0,technical,35740,1
780288,1.0,8.4,6,283,4,1,0,technical,18394,1
780289,4.2,4.8,2,129,3,0,0,management,30446,1
780290,7.4,10.0,4,249,5,0,0,IT,19538,1
780291,7.3,8.7,5,257,5,0,0,IT,10125,1
780292,0.8999999999999999,9.6,6,245,4,0,0,IT,21152,1
780293,4.5,5.300000000000002,2,155,3,0,0,IT,31644,1
780294,1.1,8.0,6,256,4,0,0,IT,29439,1
780295,3.7,4.699999999999998,2,152,3,0,0,product_mng,31352,1
780296,8.4,9.9,4,267,5,0,0,product_mng,33367,1
780297,4.1,4.6000000000000005,2,151,3,0,0,product_mng,24412,1
780298,7.6,9.2,4,239,5,0,0,product_mng,32128,1
780299,1.1,8.7,6,306,4,0,0,IT,14133,1
780300,8.4,8.8,4,263,5,1,0,marketing,18457,1
780301,3.9,5.0,2,147,3,0,0,marketing,22692,1
780302,1.1,9.1,6,278,4,0,0,marketing,25264,1
780303,4.5,5.6000000000000005,2,154,3,0,0,marketing,24844,1
780304,3.7,5.2,2,143,3,0,0,marketing,35593,1
780305,4.0,5.2,2,155,3,0,0,marketing,19970,1
780306,3.9,4.8,2,160,3,0,0,sales,22172,1
780307,1.1,8.0,6,304,4,0,0,accounting,26348,1
780308,8.299999999999999,10.0,5,240,5,0,0,support,12795,1
780309,1.1,9.2,6,305,4,0,0,technical,23661,1
780310,3.9,5.0,2,136,3,0,0,management,14132,1
780311,4.5,4.5,2,132,3,0,0,marketing,39955,1
780312,1.0,9.5,7,301,4,0,0,marketing,23228,1
780313,9.0,9.8,5,243,6,0,0,marketing,27112,1
780314,4.5,5.1,2,147,3,0,0,sales,27093,1
780315,7.9,8.9,5,239,5,0,0,sales,34196,1
780316,9.0,9.9,5,260,5,0,0,sales,27375,1
780317,1.1,8.4,7,296,4,0,0,sales,20342,1
780318,4.3,5.5,2,129,3,0,0,sales,12366,1
780319,3.1,5.4,5,132,5,0,0,sales,25331,1
780320,3.2,5.0,2,135,5,0,0,sales,23827,1
780321,4.5,5.699999999999998,2,158,3,0,0,sales,39252,1
780322,8.100000000000001,9.9,4,259,5,0,0,sales,31983,1
780323,4.1,4.6000000000000005,2,160,3,0,1,sales,32208,1
780324,1.1,7.800000000000002,7,278,4,0,0,sales,30932,1
780325,1.0,8.8,6,284,4,0,0,sales,13193,1
780326,7.0,5.300000000000002,2,274,4,0,0,sales,20026,1
780327,5.4,7.4,4,164,2,0,0,sales,26985,1
780328,4.1,4.8,2,148,3,0,0,sales,11440,1
780329,3.8,5.0,2,140,3,0,0,sales,46203,1
780330,3.7,5.1,2,127,3,0,0,sales,85629,1
780331,1.1,8.5,6,308,5,0,0,sales,62408,1
780332,4.0,4.699999999999998,2,146,3,0,0,sales,58839,1
780333,1.0,8.4,6,261,4,0,0,accounting,68286,1
780334,8.9,9.9,5,257,5,0,0,accounting,61248,1
780335,1.1,8.0,6,285,4,0,0,accounting,75904,1
780336,3.6,5.5,2,141,3,0,0,hr,77639,1
780337,4.0,4.6000000000000005,2,127,3,0,0,hr,61167,1
780338,0.8999999999999999,8.5,6,297,4,0,0,hr,55674,1
780339,4.0,4.6000000000000005,2,143,3,0,0,hr,67256,1
780340,3.7,5.5,2,152,3,0,0,technical,83742,1
780341,4.4,5.1,2,156,3,0,0,technical,144577,1
780342,0.8999999999999999,8.0,7,283,5,0,0,technical,23059,1
780343,9.2,8.7,4,226,6,1,0,technical,71849,1
780344,7.4,9.1,4,232,5,0,0,technical,88069,1
780345,0.8999999999999999,8.2,6,249,4,0,0,technical,70499,1
780346,8.9,9.5,4,275,5,0,0,technical,67887,1
780347,0.8999999999999999,8.0,6,304,4,0,0,technical,18091,1
780348,2.7,5.4,7,278,3,0,0,technical,11387,1
780349,1.0,9.1,6,287,4,0,0,technical,36585,1
780350,1.0,8.9,7,285,4,0,0,technical,21270,1
780351,7.7,9.4,5,226,6,0,0,support,16324,1
780352,9.0,8.2,5,259,5,0,0,support,19638,1
780353,3.9,5.0,2,135,3,0,0,support,10489,1
780354,7.6,10.0,5,219,5,0,0,support,22634,1
780355,1.0,9.3,6,256,4,0,0,support,32138,1
780356,8.7,9.0,5,254,6,0,0,support,36744,1
780357,3.8,5.0,2,153,3,0,0,support,27343,1
780358,7.7,9.9,5,228,5,0,0,support,28465,1
780359,7.800000000000002,8.7,4,228,5,0,0,support,26901,1
780360,4.4,5.0,2,128,3,0,0,support,10760,1
780361,3.8,5.2,2,153,3,0,0,support,19665,1
780362,4.3,4.6000000000000005,2,156,3,0,0,technical,12639,1
780363,3.9,5.0,4,294,3,0,0,technical,27124,1
780364,8.8,10.0,5,219,5,0,0,technical,26520,1
780365,4.5,4.6000000000000005,2,153,3,0,0,management,10827,1
780366,4.0,5.300000000000002,2,151,3,0,0,IT,32983,1
780367,3.6,5.1,2,155,3,0,0,IT,20977,1
780368,3.6,4.8,2,158,3,0,0,IT,19638,1
780369,9.0,9.8,5,245,5,0,0,IT,20913,1
780370,4.3,5.300000000000002,2,131,3,0,0,IT,11782,1
780371,8.9,8.7,5,225,5,0,0,product_mng,16108,1
780372,1.0,8.4,6,286,4,0,0,product_mng,13150,1
780373,3.7,5.0,2,135,3,0,0,product_mng,30508,1
780374,3.7,5.1,2,153,3,0,0,product_mng,20331,1
780375,8.7,9.0,5,252,5,0,0,IT,10497,1
780376,4.0,5.6000000000000005,2,149,3,0,0,accounting,21153,1
780377,9.0,9.7,4,258,5,0,0,accounting,30475,1
780378,3.7,4.6000000000000005,2,158,3,0,0,hr,13777,1
780379,4.4,5.4,2,149,3,0,0,hr,35078,1
780380,8.5,9.5,5,236,5,0,0,hr,24056,1
780381,7.800000000000002,9.8,5,239,6,0,0,marketing,28150,1
780382,4.2,4.699999999999998,2,159,3,0,0,marketing,26141,1
780383,9.2,9.9,5,255,6,0,0,sales,29452,1
780384,1.1,8.299999999999999,6,244,4,0,0,accounting,17070,1
780385,4.2,5.6000000000000005,2,134,3,0,0,support,13195,1
780386,4.8,5.699999999999998,4,270,4,0,0,technical,20866,1
780387,8.299999999999999,8.5,4,255,5,0,0,management,22797,1
780388,4.0,5.300000000000002,2,151,3,0,0,marketing,25611,1
780389,4.3,4.5,2,135,3,0,0,marketing,35824,1
780390,4.3,5.300000000000002,2,146,3,0,0,marketing,38764,1
780391,1.0,9.7,7,254,4,0,0,sales,33387,1
780392,1.0,8.7,7,289,4,0,0,sales,33621,1
780393,3.7,4.6000000000000005,2,156,3,0,0,sales,14436,1
780394,3.8,5.300000000000002,2,156,3,0,0,sales,31982,1
780395,4.0,5.0,2,128,3,0,0,sales,19968,1
780396,8.9,8.6,5,275,5,0,0,sales,27712,1
780397,4.5,4.6000000000000005,2,155,3,0,0,sales,19086,1
780398,3.7,4.8,2,159,3,0,0,sales,20341,1
780399,4.6000000000000005,4.9,2,148,3,0,0,sales,15266,1
780400,8.7,9.1,4,228,5,0,0,sales,34500,1
780401,1.1,8.4,6,298,4,0,0,sales,27155,1
780402,7.9,8.7,5,261,5,0,0,sales,39981,1
780403,7.9,9.2,5,254,6,0,0,sales,23502,1
780404,1.9,5.9,7,192,3,0,0,sales,35329,1
780405,8.7,9.8,4,248,5,0,0,sales,22180,1
780406,6.0,9.2,2,258,5,0,0,sales,14559,1
780407,4.4,4.5,2,156,3,0,0,sales,92903,1
780408,1.1,8.100000000000001,6,266,4,1,0,sales,80795,1
780409,4.2,5.4,2,156,3,0,0,sales,53766,1
780410,8.8,8.8,5,232,5,1,0,accounting,61649,1
780411,1.1,8.4,6,287,4,0,0,accounting,43806,1
780412,4.6000000000000005,4.6000000000000005,2,154,3,0,0,accounting,70520,1
780413,8.2,9.7,5,263,5,0,0,hr,99051,1
780414,4.4,5.6000000000000005,2,131,3,0,0,hr,68439,1
780415,1.1,7.800000000000002,6,260,4,0,0,hr,68268,1
780416,4.2,5.0,2,139,3,0,0,hr,73743,1
780417,8.4,9.3,4,251,5,0,0,technical,46073,1
780418,1.1,9.5,6,286,4,0,0,technical,58176,1
780419,4.5,5.300000000000002,2,129,3,0,0,technical,109692,1
780420,3.8,5.6000000000000005,2,156,3,0,0,technical,22794,1
780421,3.8,8.6,6,139,6,0,0,technical,68577,1
780422,4.4,5.1,2,127,3,0,0,technical,62174,1
780423,1.1,8.4,6,251,4,0,0,technical,67839,1
780424,8.100000000000001,9.3,5,270,5,0,0,technical,41879,1
780425,0.8999999999999999,9.6,6,296,4,0,0,technical,36225,1
780426,1.1,9.0,6,254,4,0,0,technical,11125,1
780427,8.100000000000001,9.5,5,238,6,0,0,technical,32718,1
780428,1.0,9.7,6,267,4,1,0,support,15897,1
780429,7.4,8.9,5,229,6,0,0,support,17500,1
780430,0.8999999999999999,7.800000000000002,6,254,4,0,0,support,28752,1
780431,8.2,8.100000000000001,4,233,4,1,0,support,39811,1
780432,1.0,9.8,6,268,4,0,0,support,18556,1
780433,2.7,5.6000000000000005,3,301,3,0,0,support,39273,1
780434,8.299999999999999,9.2,5,267,6,0,0,support,17666,1
780435,1.0,9.3,6,289,4,1,0,support,16362,1
780436,3.8,4.699999999999998,2,144,3,0,0,support,27503,1
780437,4.0,5.6000000000000005,2,148,3,0,0,support,33286,1
780438,1.1,8.299999999999999,6,306,4,0,0,support,32055,1
780439,1.1,7.9,6,292,4,0,1,technical,39084,1
780440,8.2,9.1,5,232,5,0,0,technical,34721,1
780441,3.6,4.8,2,137,3,0,0,technical,11938,1
780442,4.0,4.6000000000000005,2,128,3,0,0,management,19147,1
780443,8.7,8.4,5,231,5,0,0,IT,37374,1
780444,4.1,4.9,2,146,3,0,0,IT,28676,1
780445,1.1,9.1,6,308,4,1,0,IT,32302,1
780446,1.0,9.3,6,253,4,0,0,IT,97263,1
780447,3.8,5.1,2,146,3,0,0,IT,55783,1
780448,3.9,5.5,2,156,3,0,0,product_mng,90758,1
780449,4.0,5.2,2,147,3,0,0,product_mng,53977,1
780450,4.5,4.8,2,136,3,0,0,product_mng,45978,1
780451,7.4,8.4,5,249,5,0,0,product_mng,77951,1
780452,4.5,5.5,2,151,3,0,0,IT,81499,1
780453,1.2,10.0,3,278,4,0,0,RandD,96274,1
780454,1.0,7.7,7,250,5,0,0,RandD,80537,1
780455,3.7,5.5,2,127,3,0,0,RandD,80562,1
780456,8.9,8.7,5,255,5,0,0,RandD,79559,1
780457,4.5,4.699999999999998,2,135,3,0,0,RandD,96884,1
780458,3.7,4.6000000000000005,2,149,3,0,0,marketing,161986,1
780459,1.1,8.100000000000001,5,287,4,0,0,sales,33712,1
780460,4.1,4.8,2,145,3,0,0,accounting,60728,1
780461,1.0,9.4,6,285,4,0,0,support,60664,1
780462,1.0,9.3,7,305,4,0,0,technical,46476,1
780463,1.1,9.5,7,300,4,0,0,management,54240,1
780464,4.0,5.4,2,139,3,0,0,marketing,11110,1
780465,4.1,4.9,2,130,3,0,0,marketing,33293,1
780466,1.0,8.100000000000001,6,268,4,0,0,marketing,24093,1
780467,7.3,8.6,4,245,6,0,0,sales,10595,1
780468,4.3,4.699999999999998,2,135,3,0,0,sales,25986,1
780469,3.7,4.6000000000000005,2,153,3,0,0,sales,16304,1
780470,1.1,9.4,6,276,4,0,0,sales,28286,1
780471,4.0,4.6000000000000005,2,130,3,0,0,sales,21388,1
780472,4.1,5.4,2,153,3,1,0,sales,34574,1
780473,8.2,8.4,5,244,5,0,0,sales,29810,1
780474,6.1,4.699999999999998,2,253,3,0,0,sales,19340,1
780475,1.1,9.1,7,287,4,0,0,sales,39619,1
780476,3.7,4.5,2,131,3,0,0,sales,17060,1
780477,4.1,5.2,2,135,3,0,0,sales,37367,1
780478,3.7,5.2,2,157,3,0,0,sales,32069,1
780479,8.8,9.9,5,262,6,0,0,sales,28044,1
780480,1.0,8.5,6,266,4,0,0,sales,22596,1
780481,4.4,4.8,2,148,3,0,0,sales,21088,1
780482,3.8,5.699999999999998,2,140,3,0,0,sales,10319,1
780483,1.1,8.5,7,302,4,0,0,sales,35601,1
780484,0.8999999999999999,9.8,6,271,4,0,0,sales,15512,1
780485,4.5,5.2,2,145,3,0,0,sales,86942,1
780486,1.0,8.100000000000001,6,290,4,0,0,accounting,44032,1
780487,4.5,4.699999999999998,2,151,3,0,0,accounting,79385,1
780488,7.7,8.7,5,266,5,0,0,accounting,87475,1
780489,4.4,5.1,2,140,3,0,0,hr,89278,1
780490,3.9,5.0,2,142,3,0,0,hr,83969,1
780491,1.0,9.1,6,246,4,0,0,hr,98572,1
780492,0.8999999999999999,8.9,7,308,5,0,0,hr,79708,1
780493,3.7,4.699999999999998,2,141,3,0,0,technical,89308,1
780494,9.0,10.0,5,232,5,0,0,technical,91991,1
780495,4.1,5.6000000000000005,2,143,3,0,0,technical,86194,1
780496,3.7,5.2,2,155,3,0,0,technical,89475,1
780497,1.0,8.6,6,278,4,0,0,technical,367782,1
780498,8.100000000000001,10.0,4,253,5,0,0,technical,31234,1
780499,1.1,8.0,6,282,4,0,0,technical,41152,1
780500,1.1,8.4,7,264,4,0,0,technical,41481,1
780501,4.0,4.6000000000000005,2,149,3,0,0,technical,48929,1
780502,0.8999999999999999,8.0,6,304,5,0,0,technical,58462,1
780503,4.8,9.3,3,219,6,0,0,technical,33890,1
780504,9.1,9.1,4,262,6,0,0,support,26153,1
780505,4.3,5.699999999999998,2,135,3,0,0,support,26490,1
780506,3.3000000000000003,8.8,6,219,5,0,0,support,31861,1
780507,4.1,5.699999999999998,2,136,3,0,0,support,13713,1
780508,4.1,5.5,2,154,3,0,0,support,13922,1
780509,3.7,5.4,2,149,3,0,0,support,30832,1
780510,3.1,6.2,6,135,5,0,0,support,35638,1
780511,0.8999999999999999,9.1,6,275,4,0,0,support,37653,1
780512,1.0,8.7,6,290,4,0,0,support,29068,1
780513,7.6,9.0,4,263,5,0,0,support,37782,1
780514,4.1,5.4,2,145,3,0,0,support,32216,1
780515,7.199999999999998,9.6,5,267,5,0,0,technical,36939,1
780516,4.0,5.0,2,141,3,1,0,technical,20254,1
780517,9.1,8.7,4,235,5,0,0,technical,16890,1
780518,1.0,8.299999999999999,6,258,4,0,0,management,34808,1
780519,4.0,5.6000000000000005,2,131,3,0,0,IT,14846,1
780520,8.2,8.6,5,243,5,0,0,IT,29103,1
780521,1.0,8.2,6,266,4,0,0,IT,39880,1
780522,3.7,4.5,2,142,3,0,0,IT,27864,1
780523,3.6,5.1,2,135,3,0,0,IT,14601,1
780524,3.9,4.8,2,141,3,0,0,product_mng,93716,1
780525,3.6,5.699999999999998,2,142,3,0,0,product_mng,50862,1
780526,8.6,8.4,5,254,5,0,0,product_mng,79263,1
780527,7.3,9.9,5,262,5,0,0,product_mng,92193,1
780528,5.6000000000000005,7.1,4,296,2,0,0,IT,71745,1
780529,4.4,5.6000000000000005,2,158,3,0,0,accounting,44501,1
780530,3.1,5.6000000000000005,4,238,2,0,0,accounting,52167,1
780531,7.7,9.3,4,231,5,0,0,hr,60394,1
780532,4.4,4.5,2,156,3,0,0,hr,54325,1
780533,3.8,4.6000000000000005,2,145,3,0,0,hr,75884,1
780534,4.5,4.8,2,144,3,0,0,marketing,61219,1
780535,3.8,5.1,2,159,3,0,0,sales,49488,1
780536,3.6,4.8,2,156,3,0,0,accounting,112466,1
780537,7.5,9.0,5,256,5,0,0,support,32210,1
780538,1.0,9.3,6,298,4,0,0,technical,55887,1
780539,1.0,9.7,6,247,4,0,0,management,89035,1
780540,4.5,5.0,2,157,3,0,0,marketing,98940,1
780541,4.2,5.699999999999998,2,154,3,1,0,marketing,44729,1
780542,7.800000000000002,10.0,4,253,5,0,0,marketing,39786,1
780543,4.5,5.5,2,148,3,0,0,sales,24034,1
780544,8.4,10.0,4,261,5,0,0,sales,16145,1
780545,1.1,9.3,6,282,4,0,0,sales,10767,1
780546,4.2,5.6000000000000005,2,133,3,0,0,sales,29107,1
780547,4.5,4.6000000000000005,2,128,3,0,0,sales,37061,1
780548,4.6000000000000005,5.699999999999998,2,139,3,0,0,sales,34747,1
780549,0.8999999999999999,7.9,6,293,5,0,0,sales,17318,1
780550,8.7,8.299999999999999,4,265,6,0,0,sales,11343,1
780551,1.0,8.7,6,250,4,0,0,sales,39744,1
780552,9.1,10.0,5,251,6,0,0,sales,10600,1
780553,7.6,9.2,4,246,5,0,0,sales,18763,1
780554,7.4,10.0,5,275,5,0,0,sales,10897,1
780555,9.2,9.3,5,240,5,0,0,sales,16733,1
780556,7.6,8.7,5,245,5,0,0,sales,23554,1
780557,4.699999999999998,5.0,4,254,4,0,0,sales,17409,1
780558,7.3,9.9,5,241,5,0,0,sales,19587,1
780559,0.8999999999999999,9.4,6,257,4,0,0,sales,15446,1
780560,9.1,9.2,4,246,5,0,0,sales,39895,1
780561,8.2,9.8,4,233,5,0,0,sales,22585,1
780562,2.8000000000000003,4.5,6,218,4,0,0,accounting,21545,1
780563,8.4,9.9,4,262,6,0,0,accounting,68296,1
780564,4.5,5.300000000000002,2,138,3,0,0,accounting,93287,1
780565,4.5,5.4,2,142,3,0,0,hr,98354,1
780566,9.1,9.7,5,233,5,0,0,hr,41334,1
780567,4.2,4.8,2,155,3,0,0,hr,56467,1
780568,8.2,10.0,4,229,6,0,0,hr,58196,1
780569,1.1,9.0,6,264,4,0,0,technical,44416,1
780570,4.2,5.300000000000002,3,199,4,0,0,technical,49318,1
780571,8.2,8.5,4,223,5,0,0,technical,73382,1
780572,0.8999999999999999,9.6,6,268,4,0,0,technical,89925,1
780573,1.0,9.4,6,287,4,0,0,technical,97502,1
780574,8.6,10.0,5,257,5,0,0,technical,59957,1
780575,4.0,4.6000000000000005,2,143,3,0,0,technical,108242,1
780576,4.5,4.6000000000000005,2,130,3,0,0,technical,33648,1
780577,4.2,5.1,2,136,3,0,0,technical,62294,1
780578,7.4,9.2,4,261,5,0,0,technical,98310,1
780579,5.5,6.0,3,180,4,0,0,technical,50876,1
780580,3.7,4.5,2,126,3,0,0,support,44779,1
780581,4.1,5.2,2,127,3,1,0,support,37698,1
780582,8.9,6.5,5,195,6,0,0,support,27531,1
780583,4.1,5.699999999999998,2,160,3,0,0,support,17977,1
780584,4.4,5.1,2,150,3,0,0,support,21326,1
780585,8.7,8.4,4,264,6,0,0,support,15817,1
780586,1.0,8.4,6,309,4,0,0,support,18054,1
780587,4.1,4.699999999999998,2,135,3,0,0,support,35188,1
780588,1.1,8.5,6,261,4,0,0,support,22512,1
780589,4.3,5.300000000000002,2,160,3,0,0,support,37371,1
780590,7.7,9.0,4,237,5,0,0,support,30608,1
780591,4.1,5.2,2,136,3,0,0,technical,38367,1
780592,4.1,4.8,2,139,3,0,0,technical,28044,1
780593,3.6,7.800000000000002,2,151,4,0,0,technical,21102,1
780594,7.7,10.0,5,229,5,0,0,management,22249,1
780595,8.100000000000001,9.8,5,245,5,0,0,IT,23017,1
780596,3.9,5.4,2,127,3,0,0,IT,29885,1
780597,0.8999999999999999,9.4,6,283,5,0,0,IT,38128,1
780598,4.4,4.6000000000000005,2,143,3,0,0,IT,24335,1
780599,1.0,8.4,5,298,4,0,0,IT,39049,1
780600,3.6,4.8,2,159,3,0,0,product_mng,30115,1
780601,8.100000000000001,9.2,5,239,5,0,0,product_mng,26669,1
780602,8.100000000000001,9.0,4,226,5,0,0,product_mng,69440,1
780603,8.5,9.8,5,248,5,0,0,product_mng,48472,1
